Policy Number,Age,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Fuel Type,Losses
150270,51,33,2,M,Married,0,P,448
125215,55,37,2,M,Single,6,P,350
155250,29,8,2,F,Single,3,D,691
153914,57,38,2,M,Married,15,P,342
104772,18,1,2,M,Single,13,D,518
199174,23,6,2,M,Single,14,D,778
122545,62,41,2,F,Single,3,P,234
107254,16,0,2,M,Single,12,D,633
163489,43,23,2,F,Married,4,P,415
128414,65,45,2,F,Single,8,P,229
139147,24,5,2,F,Single,11,P,346
128135,47,29,2,M,Married,10,P,353
193990,55,38,2,M,Single,7,P,465
133861,33,14,2,F,Single,1,D,899
173441,40,22,2,M,Single,1,P,469
158623,56,38,2,M,Married,10,P,361
164085,63,42,2,M,Single,9,P,273
154574,27,8,2,M,Single,10,D,506
133065,29,8,2,M,Single,1,D,758
113024,16,0,2,F,Married,6,P,274
117920,50,29,2,M,Married,10,P,367
140137,63,45,2,M,Single,0,D,770
185248,61,44,2,M,Single,15,P,176
168274,17,0,2,M,Single,10,D,766
110704,16,0,2,F,Single,8,D,675
107709,25,7,2,M,Married,4,D,839
179728,31,13,2,M,Single,9,P,436
172810,25,8,2,M,Married,15,P,269
188172,24,6,2,F,Single,14,P,403
136603,21,4,2,F,Single,12,P,279
179725,57,39,2,M,Single,12,P,412
114528,52,32,2,M,Single,5,D,917
181743,18,1,2,M,Married,13,P,434
164893,16,0,2,M,Single,12,D,837
158707,22,3,2,F,Single,12,P,410
199665,22,5,2,M,Single,15,P,296
167409,70,51,2,M,Married,6,P,123
187382,62,44,2,M,Single,4,D,592
109235,34,17,2,F,Single,7,P,446
123853,34,15,2,M,Single,1,D,609
192198,67,48,2,F,Married,7,P,30
103675,22,3,2,F,Single,11,D,531
157863,70,53,2,M,Single,6,P,115
163315,68,50,2,F,Single,15,P,45
137795,23,5,2,F,Single,12,P,367
153728,20,2,2,F,Single,11,P,298
175027,49,30,2,F,Married,1,P,443
190163,30,12,2,M,Married,8,P,444
124306,51,31,2,F,Married,14,P,151
174920,19,1,2,M,Married,11,P,179
132403,29,8,2,M,Married,0,D,652
133134,23,4,2,F,Married,10,P,470
176287,64,46,2,F,Single,13,P,134
153590,57,36,2,F,Single,10,P,376
114783,66,47,2,M,Single,0,P,90
195099,25,7,2,M,Married,15,P,270
147780,35,14,2,M,Married,5,D,730
191767,69,49,2,M,Single,0,P,139
131453,44,23,2,F,Single,6,P,443
181023,38,19,2,F,Single,8,P,410
182149,70,49,2,M,Married,2,P,321
177563,65,46,2,F,Married,10,P,191
145578,19,1,2,F,Married,9,P,444
106529,68,48,2,F,Single,0,P,77
111562,67,48,2,M,Married,12,P,74
187862,41,21,2,F,Single,10,P,412
132184,51,30,2,M,Single,7,P,471
198860,62,42,2,M,Single,10,P,199
106602,50,29,2,M,Single,10,P,451
134841,70,52,2,F,Single,12,P,88
128214,69,49,2,F,Married,3,P,447
191525,56,36,2,M,Married,12,P,265
176393,60,39,2,F,Single,1,P,170
173354,19,0,2,F,Single,15,P,472
139838,25,8,2,F,Married,15,P,328
176413,47,27,2,F,Single,11,P,198
187364,18,0,2,F,Single,15,P,345
177610,26,9,2,F,Married,15,P,207
146752,63,44,2,F,Married,5,P,213
136007,25,8,2,M,Married,1,D,972
150125,46,28,2,F,Single,9,P,396
148054,68,48,2,F,Married,14,P,86
133053,25,6,2,M,Single,10,D,1137
127185,34,17,2,M,Married,4,P,432
115671,31,14,2,M,Married,13,P,381
117230,24,7,2,F,Married,11,P,288
125019,27,8,2,F,Single,12,P,144
154128,20,1,2,F,Married,12,P,396
186767,31,10,2,F,Single,7,P,417
173632,36,17,2,F,Single,12,P,377
124820,17,0,2,M,Married,12,P,391
150319,17,0,2,M,Married,11,P,432
167980,44,25,2,M,Single,2,D,595
188340,19,2,2,M,Single,8,D,737
163041,41,22,2,F,Married,14,P,164
158622,49,32,2,F,Single,15,P,192
195939,22,4,2,M,Married,12,P,296
191565,21,3,2,M,Single,10,D,592
134294,63,44,2,M,Married,6,P,34
128390,22,3,2,F,Married,12,P,191
189874,30,13,2,M,Married,7,P,332
182186,47,29,2,M,Married,1,D,627
191795,47,29,2,F,Married,3,P,399
132688,17,0,2,M,Married,8,D,570
168145,30,13,2,M,Married,11,P,299
119820,63,44,2,F,Married,3,P,485
195928,24,6,2,F,Single,0,D,1096
148886,24,5,2,M,Married,12,P,278
127388,67,49,2,M,Single,14,P,36
177730,52,32,2,F,Married,0,P,486
172118,29,8,2,F,Married,15,P,228
143938,68,47,2,F,Single,6,P,333
141578,51,32,2,F,Single,15,P,207
183729,62,41,2,M,Married,14,P,106
196029,51,33,2,F,Single,6,P,420
133213,48,31,2,M,Married,9,P,342
185581,55,38,2,M,Single,2,D,813
168901,33,12,2,F,Married,6,P,329
107638,61,43,2,F,Single,9,P,47
115764,63,45,2,F,Single,7,P,304
142834,16,0,2,F,Married,11,P,299
127270,20,2,2,M,Married,11,P,215
171215,23,6,2,F,Single,12,P,424
156885,29,12,2,M,Single,11,P,348
154855,52,32,2,M,Single,8,P,463
147477,59,38,2,F,Single,7,P,442
117037,57,38,2,M,Married,5,D,507
164812,53,32,2,M,Married,8,P,366
171283,66,49,2,F,Married,15,P,58
147230,65,48,2,M,Married,4,P,77
116510,48,28,2,F,Married,12,P,244
172127,52,31,2,F,Married,7,P,345
101787,43,24,2,F,Single,5,D,540
197533,70,52,2,F,Single,5,P,281
196191,43,25,2,F,Single,15,P,293
119238,60,39,2,F,Married,10,P,32
114899,52,31,2,M,Single,6,D,552
111460,16,0,2,F,Married,15,P,398
160947,37,16,2,F,Married,5,P,350
177787,25,8,2,F,Married,12,P,326
116697,70,50,2,F,Married,2,P,387
177652,55,37,2,F,Married,0,D,612
164800,70,53,2,M,Married,8,P,158
176289,33,13,2,M,Single,6,P,465
166581,61,41,2,M,Married,5,P,76
105242,62,44,2,M,Married,8,P,38
105716,34,15,2,F,Married,14,P,223
108971,65,46,2,F,Married,0,P,161
165655,60,43,2,M,Married,0,P,123
162354,17,0,2,F,Married,11,P,256
149644,50,32,2,F,Married,11,P,165
174582,19,0,2,M,Single,7,D,927
192044,43,22,2,F,Single,10,P,363
195553,35,16,2,M,Married,8,P,350
177272,49,29,2,F,Married,9,P,342
180084,40,21,2,M,Single,9,P,429
138566,19,0,2,M,Married,15,P,286
129758,31,13,2,F,Single,15,P,175
183133,48,27,2,M,Married,6,P,409
138702,22,3,2,F,Married,15,P,127
173269,37,20,2,M,Single,3,P,482
148089,53,36,2,F,Married,11,P,126
103673,63,44,2,F,Married,15,P,245
125776,20,1,2,F,Single,0,D,1281
103329,64,45,2,M,Married,4,P,349
153588,55,38,2,M,Single,7,P,423
147857,44,23,2,M,Married,4,D,701
108280,17,0,2,F,Single,11,P,408
178054,67,49,2,M,Single,11,P,172
199869,62,43,2,F,Single,0,P,435
114444,17,0,2,M,Single,12,D,643
166244,70,52,2,F,Married,9,P,220
178380,56,36,2,F,Single,14,P,134
148945,56,36,2,M,Single,8,D,510
140319,35,16,2,F,Married,1,P,488
186295,19,1,2,M,Single,14,D,707
196218,62,44,2,M,Single,8,D,518
109243,68,50,2,M,Married,11,P,165
170707,65,48,2,F,Married,12,P,68
188299,27,10,2,F,Married,2,D,554
144566,16,0,2,M,Single,8,D,702
153295,17,0,2,F,Married,6,P,477
141893,63,45,2,F,Single,4,D,580
139590,16,0,2,F,Married,11,P,394
188139,59,39,2,M,Married,8,P,385
175486,40,20,2,M,Married,2,D,518
131335,19,2,2,F,Married,9,P,484
192686,58,40,2,F,Single,1,P,481
114952,39,19,2,F,Married,10,P,317
132264,19,1,2,M,Single,10,D,555
153058,46,28,2,F,Single,1,D,593
129946,31,10,2,M,Single,5,D,630
175272,48,31,2,M,Single,9,P,422
159958,64,47,2,F,Married,1,P,64
134378,60,42,2,M,Single,3,D,579
181832,43,24,2,F,Single,10,P,424
182308,67,50,2,F,Single,15,P,21
109003,65,44,2,M,Married,9,P,134
143550,34,14,2,F,Married,11,P,251
109988,59,42,2,M,Married,6,P,373
115477,61,43,2,M,Single,12,P,164
167861,23,4,2,M,Married,2,D,651
148021,60,40,2,M,Single,7,P,231
178777,17,0,2,M,Married,11,P,303
139569,63,45,2,M,Married,8,P,276
157957,61,44,2,F,Married,4,P,59
159388,40,21,2,F,Married,5,P,479
156043,16,0,2,M,Single,14,D,509
196998,23,5,2,M,Single,11,D,676
127394,48,29,2,M,Married,14,P,162
125783,47,28,2,M,Married,3,D,526
199463,60,43,2,F,Single,5,P,237
160530,37,19,2,M,Single,1,D,533
100488,63,44,2,M,Single,3,P,116
161864,23,4,2,F,Single,14,P,484
167479,19,1,2,M,Single,12,D,764
197238,66,46,2,F,Single,0,P,106
177755,62,41,2,F,Single,13,P,25
154248,58,39,2,F,Married,2,D,565
139959,21,4,2,F,Single,7,P,398
161393,67,50,2,M,Single,12,P,183
132798,27,6,2,F,Single,7,P,388
144036,28,7,2,F,Married,9,P,315
197174,57,39,2,F,Single,13,P,357
133501,16,0,2,M,Married,8,P,446
199634,25,7,2,F,Single,12,P,304
156696,24,6,2,M,Married,11,D,502
135284,30,12,2,F,Married,4,P,401
180493,54,35,2,M,Single,10,P,470
127836,45,25,2,F,Married,1,D,643
104126,44,23,2,F,Married,13,P,279
100165,24,7,2,F,Single,12,P,349
178098,59,39,2,F,Single,5,D,657
117861,63,43,2,F,Single,5,D,672
121539,60,43,2,M,Single,3,D,725
184850,51,31,2,M,Single,13,P,295
159229,70,51,2,F,Single,5,P,281
134034,36,18,2,M,Married,12,P,167
106064,25,6,2,F,Single,7,P,485
178047,31,10,2,F,Single,5,P,441
172355,60,40,2,F,Married,6,P,36
178004,31,13,2,M,Single,3,D,735
132591,26,6,2,M,Single,12,P,171
178899,53,34,2,F,Single,14,P,328
123772,44,23,2,F,Single,1,P,477
177943,69,49,2,M,Married,14,P,170
143428,43,23,2,M,Single,6,P,429
101207,27,7,2,M,Married,14,P,223
171670,25,6,2,M,Married,6,P,484
130725,61,42,2,F,Single,13,P,209
114313,36,15,2,F,Single,6,P,442
166197,23,5,2,M,Single,11,D,561
123478,61,43,2,M,Single,3,P,59
182918,22,4,2,M,Single,11,D,706
120889,29,11,2,F,Married,7,P,327
158519,57,37,2,M,Married,5,P,455
199177,35,14,2,M,Married,7,P,385
141824,65,47,2,M,Single,9,P,48
111528,17,0,2,F,Married,13,P,259
149451,65,46,2,M,Single,11,P,48
145387,19,1,2,F,Married,15,P,247
151043,22,3,2,M,Single,14,D,629
181062,61,42,2,M,Married,10,P,330
169627,22,5,2,F,Single,10,D,528
104745,59,40,2,M,Single,2,D,918
133527,31,12,2,F,Single,15,P,271
126888,38,20,2,F,Married,14,P,242
186301,20,2,2,F,Single,9,P,496
189148,43,26,2,F,Married,5,D,601
183801,31,13,2,M,Married,7,P,367
121973,66,49,2,M,Single,2,P,233
187872,24,7,2,F,Married,15,P,200
159108,58,37,2,F,Single,13,P,434
196292,38,19,2,F,Single,8,P,396
112761,51,30,2,M,Single,14,P,328
182354,32,13,2,M,Married,3,D,576
159450,53,34,2,M,Single,6,D,505
122219,63,46,2,F,Married,10,P,244
198419,18,0,2,F,Married,10,P,397
180505,16,0,2,M,Single,14,D,809
127123,17,0,2,F,Single,4,D,783
113853,22,5,2,F,Single,9,D,626
185864,16,0,2,F,Single,13,P,452
131813,35,15,2,M,Single,13,P,279
189817,64,45,2,M,Single,12,P,225
185997,60,39,2,M,Married,2,P,277
170214,38,19,2,F,Single,9,P,484
167595,25,6,2,F,Married,14,P,241
188282,27,10,2,M,Single,0,D,670
196463,63,44,2,M,Married,12,P,132
164781,18,0,2,M,Single,6,D,1186
128864,70,53,2,M,Married,5,P,220
173353,53,33,2,F,Single,1,D,515
119429,27,9,2,F,Single,14,P,403
132904,19,2,2,F,Single,11,P,207
174936,37,16,2,M,Single,2,D,601
152174,62,45,2,F,Single,3,P,360
197762,39,19,2,M,Married,7,P,358
106374,66,48,2,M,Single,5,P,428
152632,61,42,2,M,Married,6,P,276
125622,17,0,2,M,Married,12,D,528
117263,20,1,2,M,Single,11,D,593
156341,67,46,2,F,Single,11,P,49
180874,61,40,2,F,Single,3,D,753
111659,49,29,2,M,Married,10,P,359
153370,65,45,2,F,Single,10,P,319
123092,60,41,2,M,Single,7,P,496
145873,23,5,2,M,Single,4,D,1954
138933,53,33,2,M,Single,7,P,458
170282,61,44,2,M,Married,12,P,214
134092,21,3,2,F,Single,14,P,316
117630,49,29,2,M,Married,6,P,378
195304,32,12,2,F,Married,15,P,307
126485,19,2,2,F,Married,13,P,301
174470,64,47,2,M,Married,15,P,28
114127,32,14,2,F,Single,9,P,361
144296,64,43,2,M,Married,10,P,274
167940,22,3,2,M,Married,8,D,519
183321,69,48,2,F,Married,14,P,40
176585,26,5,2,F,Married,2,D,561
126288,62,44,2,F,Single,8,P,177
155157,66,47,2,M,Married,9,P,239
125221,50,33,2,F,Married,6,P,357
183777,61,41,2,F,Married,7,P,157
105878,42,21,2,M,Single,10,P,426
118035,17,0,2,M,Single,0,D,1486
113400,20,2,2,F,Married,10,P,283
120162,24,7,2,F,Single,6,D,809
105991,41,22,2,M,Single,1,D,674
188865,62,43,2,F,Married,10,P,189
177367,70,52,2,M,Single,2,D,578
173974,18,1,2,M,Married,7,P,419
159455,61,42,2,F,Single,8,P,374
133054,37,19,2,M,Married,9,P,310
121838,19,0,2,M,Single,12,P,470
172641,19,2,2,F,Married,12,P,363
192592,68,50,2,M,Single,2,P,454
165820,68,49,2,F,Single,13,P,111
198479,66,46,2,F,Married,3,P,244
142980,61,40,2,F,Married,11,P,167
149229,28,7,2,F,Single,10,P,483
157484,66,45,2,M,Single,8,P,80
171234,20,3,2,M,Married,10,D,578
141347,58,40,2,M,Married,4,P,433
171870,51,30,2,F,Single,3,D,720
195633,46,29,2,M,Married,10,P,383
113183,46,28,2,F,Single,12,P,165
134141,68,48,2,M,Married,13,P,33
130131,61,43,2,F,Single,12,P,166
160652,19,2,2,F,Single,15,P,354
150639,40,20,2,F,Single,13,P,365
103861,19,0,2,F,Single,6,P,490
133942,65,48,2,M,Married,12,P,247
174821,22,3,2,M,Married,12,P,295
196176,63,43,2,F,Married,3,P,90
197523,31,11,2,F,Married,4,P,431
158147,29,8,2,M,Married,0,P,408
162527,62,41,2,F,Single,11,P,46
102500,64,45,2,M,Married,6,P,128
110549,42,24,2,M,Single,6,P,484
168842,20,3,2,F,Married,11,P,141
171373,17,0,2,F,Single,14,P,385
168830,59,41,2,F,Single,15,P,412
171270,68,51,2,F,Single,15,P,74
121349,16,0,2,F,Married,15,P,97
193810,26,9,2,M,Married,7,P,364
176644,34,16,2,M,Married,11,P,234
132995,25,6,2,F,Married,8,P,309
199468,19,0,2,F,Single,15,P,233
174635,60,39,2,F,Single,9,P,72
152355,70,49,2,M,Married,11,P,206
174375,23,6,2,F,Married,13,P,378
186381,59,41,2,F,Single,10,P,432
104822,65,45,2,M,Married,2,P,56
198857,54,36,2,F,Single,7,P,412
138744,66,46,2,M,Single,3,P,217
163333,17,0,2,F,Married,5,D,676
161533,40,23,2,M,Single,10,P,464
158380,17,0,2,M,Single,11,P,478
110805,22,4,2,F,Single,13,P,196
183719,65,44,2,M,Single,2,P,117
172624,23,6,2,M,Single,11,D,631
108538,62,45,2,M,Single,9,P,39
109261,52,35,2,F,Married,1,D,505
170443,48,27,2,F,Single,10,P,439
115433,66,46,2,F,Married,9,P,55
119000,23,6,2,M,Single,12,D,1030
185797,52,32,2,M,Single,14,P,262
178900,60,39,2,M,Married,6,P,185
192164,68,50,2,F,Single,15,P,337
146211,17,0,2,F,Single,13,P,344
168982,65,46,2,F,Single,9,P,299
163258,33,13,2,M,Single,12,P,407
172894,41,21,2,M,Married,12,P,190
113334,56,36,2,M,Married,3,D,679
180117,50,31,2,F,Married,15,P,354
183211,63,44,2,M,Single,13,P,187
143596,16,0,2,M,Married,14,P,265
146318,39,22,2,F,Married,5,D,531
100762,16,0,2,F,Single,14,D,604
150702,20,3,2,M,Single,2,D,965
198230,20,1,2,M,Single,13,P,382
165496,29,9,2,M,Married,9,P,382
160562,25,8,2,M,Married,14,P,225
181395,55,38,2,F,Single,14,P,168
155862,20,3,2,F,Married,15,P,321
136031,47,29,2,F,Single,7,P,384
128068,60,40,2,M,Married,0,P,49
199655,61,43,2,M,Single,10,P,377
194432,38,17,2,F,Married,10,P,287
166422,23,6,2,F,Married,14,P,318
107793,23,4,2,M,Married,12,P,212
117228,51,30,2,M,Married,3,P,430
155076,65,46,2,M,Single,4,P,148
173739,33,12,2,M,Single,12,P,434
158716,52,33,2,F,Married,9,P,297
167148,41,24,2,M,Single,8,P,424
122220,48,30,2,F,Married,13,P,162
164526,66,47,2,M,Single,1,P,259
121135,25,6,2,M,Married,11,P,452
107756,53,34,2,F,Married,10,P,328
114318,30,9,2,F,Single,10,P,429
166606,39,18,2,M,Married,13,P,344
169966,67,49,2,M,Single,0,P,229
144197,23,4,2,F,Single,12,D,608
197473,67,48,2,M,Married,9,P,208
131890,22,5,2,F,Married,15,P,486
180388,63,45,2,M,Married,2,D,697
112036,42,24,2,M,Single,5,D,697
132126,60,42,2,F,Single,11,P,405
141243,64,46,2,F,Married,13,P,187
167838,37,20,2,M,Single,12,P,496
198734,27,7,2,M,Married,1,P,456
143791,27,8,2,M,Single,9,P,400
125378,52,35,2,F,Single,1,D,599
100314,69,52,2,F,Single,0,P,459
109978,28,10,2,M,Single,3,D,738
123980,67,50,2,F,Married,3,P,267
114057,61,41,2,F,Single,12,P,85
162791,47,29,2,M,Married,6,P,353
116963,29,8,2,M,Married,13,P,177
130883,31,10,2,M,Single,10,P,475
167663,34,14,2,F,Married,0,P,336
180458,46,29,2,M,Single,0,D,735
123835,64,43,2,F,Single,10,P,303
190213,60,43,2,F,Single,7,P,118
163464,70,49,2,M,Single,6,P,364
139432,51,30,2,M,Single,14,P,309
179961,39,19,2,M,Single,10,P,384
100964,60,43,2,M,Married,3,P,205
140358,27,6,2,F,Married,9,P,319
193738,39,18,2,F,Single,10,P,398
145898,22,5,2,M,Single,9,D,1162
141789,64,47,2,M,Married,4,P,245
126905,40,23,2,M,Married,10,P,390
140706,20,3,2,F,Married,12,P,309
177258,67,48,2,F,Single,0,P,48
119105,18,1,2,F,Single,2,P,456
145569,25,8,2,F,Single,15,P,289
102417,58,40,2,F,Single,4,D,560
155650,25,7,2,F,Married,14,P,143
146560,19,1,2,F,Married,15,P,342
186978,67,49,2,M,Married,11,P,79
145174,21,3,2,F,Single,14,P,300
162178,62,43,2,F,Married,10,P,143
111462,16,0,2,M,Married,11,P,428
168371,56,38,2,F,Single,9,P,442
121846,18,0,2,M,Married,9,P,458
185490,60,40,2,F,Married,1,P,57
175548,43,25,2,M,Married,8,P,364
197031,18,0,2,M,Single,2,D,2852
162343,54,33,2,M,Single,10,P,354
151530,22,3,2,F,Married,15,P,463
184774,51,34,2,M,Single,1,D,665
114288,33,15,2,M,Married,11,P,201
124517,61,43,2,F,Single,6,P,56
103406,60,40,2,M,Single,11,P,40
102131,22,5,2,F,Married,11,P,297
185601,29,9,2,F,Married,6,P,294
151502,19,1,2,F,Single,12,D,675
114256,49,31,2,F,Single,15,P,208
124538,44,25,2,F,Single,8,P,378
128749,53,35,2,M,Single,14,P,336
115338,18,0,2,F,Married,12,P,180
122612,42,21,2,F,Married,6,P,388
123534,58,37,2,F,Married,12,P,300
162062,19,2,2,F,Married,12,P,234
191683,66,45,2,F,Single,8,P,102
189365,17,0,2,M,Married,11,P,206
117579,69,51,2,M,Married,11,P,161
187556,23,4,2,F,Single,0,D,977
181352,65,45,2,F,Single,13,P,125
182618,20,2,2,F,Single,10,P,476
166143,55,38,2,F,Single,15,P,286
154520,49,31,2,M,Single,11,P,452
198415,18,0,2,F,Married,9,P,459
135755,23,5,2,M,Single,13,P,452
158455,59,40,2,F,Single,15,P,185
109552,57,38,2,F,Single,11,P,174
139408,34,16,2,M,Married,8,P,344
187888,66,49,2,M,Married,10,P,43
131564,46,26,2,F,Single,8,P,486
117928,63,43,2,M,Married,2,P,329
168139,67,47,2,F,Single,8,P,40
162882,68,49,2,F,Married,13,P,87
135521,22,3,2,M,Single,15,D,777
169359,59,42,2,F,Single,15,P,299
166636,61,41,2,F,Married,4,P,180
178344,22,4,2,F,Married,8,P,371
125993,24,5,2,F,Married,6,P,499
164643,19,1,2,M,Married,6,D,723
116924,21,3,2,F,Married,15,P,255
140190,68,50,2,F,Married,12,P,166
166740,68,50,2,M,Single,9,P,84
147339,26,6,2,M,Married,12,P,210
111895,64,45,2,F,Married,4,P,100
166320,16,0,2,F,Married,15,P,243
121875,20,3,2,F,Single,15,D,800
131875,69,51,2,F,Married,13,P,44
183300,16,0,2,M,Single,15,D,537
164609,21,3,2,F,Single,9,D,531
171180,61,43,2,M,Single,11,P,318
191403,43,26,2,M,Married,1,D,682
147979,67,50,2,M,Married,7,P,219
195840,23,4,2,F,Single,13,D,613
195316,28,10,2,F,Single,9,P,405
178435,58,39,2,F,Single,0,D,738
144323,63,43,2,F,Married,6,P,52
142016,50,29,2,F,Single,8,P,458
184650,20,1,2,F,Single,12,P,488
175578,53,33,2,M,Married,8,P,401
178118,17,0,2,M,Single,13,D,1122
123026,19,2,2,M,Single,11,D,632
191531,23,4,2,F,Single,14,D,519
126702,27,7,2,F,Married,14,P,154
116479,36,19,2,M,Married,7,P,321
175296,66,49,2,M,Single,0,P,278
198531,25,7,2,M,Married,6,P,497
152328,24,6,2,M,Single,15,D,1070
115950,19,2,2,M,Married,13,D,513
115502,41,21,2,F,Married,5,D,585
155716,63,46,2,M,Single,13,P,45
189221,22,3,2,M,Married,14,P,481
117693,56,35,2,M,Married,8,P,375
111573,54,33,2,M,Single,6,P,435
174138,70,52,2,M,Married,11,P,93
182192,34,14,2,F,Married,6,P,277
135019,54,34,2,F,Single,1,P,450
190955,16,0,2,M,Single,6,D,1163
127700,18,0,2,F,Single,14,P,440
162448,63,46,2,M,Married,13,P,94
158856,21,4,2,M,Married,13,P,266
181773,21,3,2,M,Married,11,P,412
117071,65,47,2,M,Married,4,P,442
110638,54,35,2,F,Married,6,P,346
129110,67,46,2,M,Single,14,P,215
137782,63,42,2,M,Single,14,P,192
111486,53,36,2,M,Single,15,P,180
167501,23,6,2,F,Single,10,D,599
167724,67,46,2,F,Married,11,P,148
152388,44,24,2,M,Married,2,D,631
128658,35,16,2,M,Married,5,P,495
195918,65,44,2,F,Married,15,P,186
186176,19,1,2,F,Married,6,P,315
138535,31,12,2,F,Single,12,P,324
107329,17,0,2,M,Single,9,D,632
195933,26,6,2,M,Married,5,P,415
137187,24,6,2,F,Married,5,D,707
152438,19,2,2,M,Married,10,D,527
164317,63,44,2,F,Married,7,P,44
102573,67,49,2,M,Married,2,P,137
138412,52,32,2,M,Married,5,P,434
110383,18,0,2,F,Single,14,D,580
114054,57,36,2,F,Single,6,P,449
172531,62,45,2,M,Married,10,P,106
113806,45,25,2,F,Married,5,D,566
127360,17,0,2,M,Single,8,D,1034
113507,47,26,2,F,Married,11,P,199
180267,19,2,2,M,Single,7,D,855
190025,26,5,2,M,Married,5,D,572
121790,69,51,2,F,Married,4,P,157
140480,38,19,2,M,Single,10,P,497
138650,27,8,2,F,Single,5,P,465
141826,23,4,2,F,Single,13,P,246
133860,27,8,2,F,Married,10,P,316
124845,70,49,2,M,Single,7,P,175
178969,29,12,2,M,Married,7,P,399
195536,67,47,2,F,Married,10,P,303
149456,16,0,2,M,Single,13,D,971
170007,43,26,2,M,Single,3,D,774
100347,63,42,2,M,Single,1,P,243
112376,31,10,2,F,Single,11,P,131
148334,64,45,2,M,Married,3,P,149
116042,40,23,2,M,Single,9,P,452
176476,56,37,2,F,Single,10,P,421
165997,50,29,2,F,Married,10,P,287
123905,26,9,2,M,Single,4,D,644
101197,62,43,2,M,Married,1,P,451
195792,66,49,2,F,Single,6,P,155
104918,63,42,2,M,Single,10,P,60
175888,69,52,2,F,Single,15,P,19
194414,48,29,2,F,Married,9,P,332
187857,16,0,2,M,Married,12,P,360
140087,21,4,2,M,Married,15,P,369
186860,69,50,2,M,Married,12,P,65
108781,64,45,2,F,Married,7,P,62
104625,20,1,2,M,Married,14,D,684
192092,55,37,2,F,Single,2,D,711
174263,59,40,2,F,Single,11,P,296
166154,19,0,2,M,Single,13,D,568
191048,17,0,2,M,Married,10,D,791
183441,66,47,2,F,Single,8,P,128
130393,25,6,2,F,Married,11,P,267
138513,42,23,2,M,Single,9,P,391
170802,25,6,2,F,Single,7,D,660
137714,17,0,2,F,Married,6,P,327
120100,69,52,2,M,Married,10,P,149
109611,20,3,2,M,Married,11,P,259
161935,69,51,2,M,Single,5,P,460
184211,25,6,2,M,Single,11,D,531
134424,66,49,2,M,Married,9,P,291
115228,19,1,2,M,Single,6,D,1178
143893,68,48,2,F,Single,14,P,93
196594,21,3,2,F,Married,10,P,303
158443,19,2,2,F,Married,11,P,165
122992,19,1,2,F,Married,13,P,138
109146,62,45,2,F,Single,2,P,380
163733,33,14,2,F,Married,2,D,592
183668,18,0,2,F,Married,15,P,144
178555,27,8,2,M,Married,3,D,625
162281,30,13,2,F,Single,12,P,383
152263,28,8,2,F,Married,3,P,471
122371,49,28,2,M,Married,6,P,379
184387,39,18,2,F,Married,1,D,545
163112,16,0,2,M,Single,15,P,461
112204,18,0,2,M,Married,7,P,393
143203,63,42,2,F,Married,8,P,259
120016,41,22,2,M,Married,12,P,377
154547,58,38,2,F,Single,10,P,365
118693,64,47,2,M,Single,4,P,376
189835,53,35,2,M,Single,12,P,183
174564,60,42,2,F,Single,7,P,305
136810,45,26,2,M,Married,5,D,672
123163,50,31,2,M,Married,2,P,411
175415,64,43,2,M,Married,7,P,191
162415,53,34,2,F,Single,8,P,389
130233,60,41,2,M,Married,11,P,216
139321,25,6,2,M,Single,2,D,1223
191089,40,22,2,M,Single,0,D,644
166875,35,18,2,M,Single,7,D,511
132757,19,0,2,F,Married,15,P,256
188822,21,2,2,F,Single,11,D,651
103279,25,6,2,F,Married,1,P,267
176651,54,36,2,M,Married,11,P,304
177744,34,15,2,M,Married,6,P,385
101259,16,0,2,M,Single,13,P,401
115716,42,22,2,M,Single,5,D,841
126039,48,31,2,M,Married,7,P,367
118427,33,16,2,M,Single,12,P,219
122535,32,11,2,M,Single,13,P,305
147708,26,5,2,F,Married,13,P,200
103890,21,3,2,M,Single,11,P,455
110136,38,20,2,M,Single,15,P,302
164286,39,22,2,F,Single,6,P,444
190605,48,31,2,F,Married,1,P,398
186586,27,8,2,M,Single,12,P,306
157068,26,9,2,F,Married,12,P,193
193707,69,52,2,M,Single,7,P,94
187144,65,44,2,M,Single,11,P,267
150886,63,45,2,M,Married,9,P,244
126656,16,0,2,M,Married,15,D,530
151482,48,29,2,M,Married,12,P,167
190310,52,34,2,F,Married,4,D,513
101662,24,6,2,F,Married,14,P,171
176844,51,32,2,F,Single,1,D,623
185061,17,0,2,F,Single,15,D,689
131837,23,4,2,F,Married,15,P,173
158708,69,51,2,M,Single,9,P,408
110939,38,18,2,M,Single,13,P,267
101186,64,43,2,M,Single,6,P,307
131721,63,44,2,M,Single,9,P,64
128584,21,2,2,M,Single,13,D,505
169874,62,43,2,F,Married,0,P,304
153121,24,7,2,F,Single,9,D,572
126573,40,20,2,F,Married,10,P,315
126689,53,33,2,M,Married,8,P,351
